Question,Result
What red wines would you suggest for someone who enjoys a velvety texture and soft tannins?,"| Title                                                    | Description                                                                                                                                                                                                                                                         | Variety    | Country   | Region                 | Winery                      | Province      |
| Black & White 2006 Topanga Vineyards Cabernet Sauvignon (Napa Valley)   | A good, sound wine to drink now. It's nicely dry and rich in tannins, with a burst of acidity. The cherry, blackberry and raspberry flavors are a bit jammy.                                                                       | Cabernet Sauvignon       | US        | Napa Valley             | Black & White       | California |"
Can you suggest a wine from France?,"| Title                                                               | Description                                                                                                                                                                                                                                                                             | Variety         | Country   | Region               | Winery             | Province     |
|:--------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:---------------------|:-------------------|:-------------|
| Lionel Osmin & Cie 2010 Villa la Réserve Malbec (Vin de France)     | Although this is labeled Vin de France, this is effectively a Cahors wine. It's soft and rounded, with tannins that are already integrated already into blackberry jam flavors. Rich, with a hint of dried fruit, this is ready to drink in a year.                                     | Malbec          | France    | Vin de France        | Lionel Osmin & Cie | France Other |
| Monmousseau NV Brut Etoile Sparkling (Vin Mousseux)                 | Although the producer is based in the Loire, it sources grapes for this wine from other regions of France as well as locally. That gives the wine perhaps a richer, softer, less fresh character. It is an easy, apple-fruity wine with light acidity.                                  | Sparkling Blend | France    | Vin Mousseux         | Monmousseau        | France Other |
| Henry Marionnet 2011 Domaine de la Charmoise Gamay (Touraine)       | Fruity wine from one of the best produces of Gamay in the Loire. Cherry flavors, bright acidity and just a touch of tannin on this youthful wine.                                                                                                                                       | Gamay           | France    | Touraine             | Henry Marionnet    | Loire Valley |
| Georges Duboeuf 2015 Domaine de Roche Noire  (Moulin-à-Vent)        | From an small estate that also has vines in Chénas and Saint-Amour, this is a firmly tannic wine that also has attractive juicy red-berry fruits. The wine, still young, will repay aging allowing it to broaden out with rich fruit and a soft texture. Drink this cru from late 2017. | Gamay           | France    | Moulin-à-Vent        | Georges Duboeuf    | Beaujolais   |
| Bailly-Lapierre NV Paul Delane Réserve Brut  (Crémant de Bourgogne) | Grapes from the small village of Saint-Bris le Vineux west of Chablis are used in this attractive, crisp and fruity wine. It has a strongly mineral tang to its fruitiness with lemon zest and intense acidity. The aftertaste is softer, rounded and ready to drink.                   | Sparkling Blend | France    | Crémant de Bourgogne | Bailly-Lapierre    | Burgundy     |"
Looking for a wine that is hand-harvested.,"| Title                                                                  | Description                                                                                                                                                                                                                                                                                 | Variety    | Country   | Region            | Winery       | Province   |
|:-----------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:------------------|:-------------|:-----------|
| Purple Hands 2013 Freedom Hill Vineyard Pinot Noir (Willamette Valley) | This well-regarded vineyard shines here, ripening the grapes fully in a challenging vintage. Raspberry and cherry flavors are joined with a streak of red licorice. Among the 2013s from Purple Hands, this is likely to be the longest lived.                                              | Pinot Noir | US        | Willamette Valley | Purple Hands | Oregon     |
| Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge)           | Proving that exceptional wines can be (and were) made in this cool, light vintage, this estate-grown selection is both elegant and complex. Flavors of mixed wild berries, a streak of tea, a whiff of peach and compelling balance carry it through an extended finish.                    | Pinot Noir | US        | Oregon Other      | Chehalem     | Oregon     |
| King Estate 2013 Antiquum Vineyards Pinot Noir (Willamette Valley)     | This delivers handmade, natural wine character. It's a limited release from King's “Vineyard Designate” series, and a bold, deep, supple and smooth one at that. Red plum, citrus peel, a thread of caramel and a whiff of chocolate combine in a wine that should drink well through 2026. | Pinot Noir | US        | Willamette Valley | King Estate  | Oregon     |
| Goodfellow 2012 Bishop Creek Vineyard Pinot Noir                       | Sourced from 25-year-old vines, this shows traces of dried leaf, along with tart rhubarb and wild cherry fruit. A light dusting of cinnamon and coffee completes a wine that is balanced throughout, medium in length, and finished with an elegant flair.                                  | Pinot Noir | US        | Willamette Valley | Goodfellow   | Oregon     |
| Lumos 2013 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills)      | This is certified organic, from one of Oregon's leading vineyards. Somewhat muted in this cool, wet vintage, it's nonetheless a sturdy effort with a potent herbal component. The stiff red fruits conjure up a tart cranberry and cherry mix.                                              | Pinot Noir | US        | Oregon Other      | Lumos        | Oregon     |"
Recommend a wine with hints of citrus.,"| Title                                                          | Description                                                                                                                                                     | Variety                    | Country   | Region         | Winery                  | Province   |
|:---------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------|:----------|:---------------|:------------------------|:-----------|
| Patriarche Père et Fils 2016 Les Charmes  (Mâcon-Lugny)        | This soft, light wine has hints of citrus and acidity. It is fruity, crisp and bright with orange zest at the end. Drink now.                                   | Chardonnay                 | France    | Mâcon-Lugny    | Patriarche Père et Fils | Burgundy   |
| Vignerons de Tutiac 2016 Carrelet d'Estuaire  (Bordeaux Blanc) | A pure citrus-flavored wine, this is refreshing and light. Its crispness will soften over the next few months, but drink now for the forward fruitiness.        | Bordeaux-style White Blend | France    | Bordeaux Blanc | Vignerons de Tutiac     | Bordeaux   |
| Labouré-Roi 2006 Les Chevaliers  (Meursault)                   | A soft, rounded wine, with spice and toast and a cushion of plump yellow fruit. Almonds and mandarin oranges fit well together with the fine acidity.           | Chardonnay                 | France    | Meursault      | Labouré-Roi             | Burgundy   |
| Domaine Sangouard-Guyot 2014 Terroirs  (Pouilly-Fuissé)        | This citrus-laden wine shows its fresh fruits right up front. It is bright, crisp and full of lime and lemon flavors. Spiciness adds extra interest. Drink now. | Chardonnay                 | France    | Pouilly-Fuissé | Domaine Sangouard-Guyot | Burgundy   |
| Georges Duboeuf 2013 Domaine des Chènevières  (Mâcon-Villages) | This simple wine has some attractive citrus fruit. It is light, bright with plenty of acidity to keep it all fresh. It should be drunk now.                     | Chardonnay                 | France    | Mâcon-Villages | Georges Duboeuf         | Burgundy   |"
Recommend a wine with hints of cherry.,"| Title                                                          | Description                                                                                                                                                                                                                                                 | Variety    | Country   | Region              | Winery               | Province   |
|:---------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:--------------------|:---------------------|:-----------|
| Cubanisimo Vineyards 2012 Rumba Pinot Noir (Willamette Valley) | This is a light and cheery wine, with cherry and raspberry fruit. It suggests hard candy with a hint of the barnyard; forward, round and fruity.                                                                                                            | Pinot Noir | US        | Willamette Valley   | Cubanisimo Vineyards | Oregon     |
| Bergström 2010 Shea Vineyard Pinot Noir                        | Bright cherry fruit is set against a backdrop of clean earth, while the young tannins are firm and focused. The wine carries balanced suggestions of leaf and herb, and will surely benefit from further bottle age.                                        | Pinot Noir | US        | Willamette Valley   | Bergström            | Oregon     |
| Castelgiocondo 2012 Campo ai Sassi  (Rosso di Montalcino)      | This straightforward, simple wine brings together sensations of violet, red cherry and light baking spices. The warm, forward palate finishes on a sweet note of cherry extract. It's made to be enjoyed young and will pair well with hearty pasta dishes. | Sangiovese | Italy     | Rosso di Montalcino | Castelgiocondo       | Tuscany    |
| Siduri 2006 Muirfield Vineyard Pinot Noir (Willamette Valley)  | Cherries jump out at you, a dense compendium of fruit set against iron and earth. The wine is a bit austere, tight; it may need decanting. But it's got good concentration and spice, and flavor that keeps on running through a long finish.               | Pinot Noir | US        | Willamette Valley   | Siduri               | Oregon     |
| Benton-Lane 2010 Estate Pinot Noir (Willamette Valley)         | A pretty, inviting nose suggests sweet cherry and cherry blossom. On the light-bodied palate, the wine shows earthiness. It's pleasant and just right for near-term enjoyment.                                                                              | Pinot Noir | US        | Willamette Valley   | Benton-Lane          | Oregon     |"
Can you suggest a wine from Argentina?,"| Title                                                      | Description                                                                                                                                                                                                                                                             | Variety          | Country   | Region     | Winery             | Province   |
|:-----------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:-----------|:-------------------|:-----------|
| Ramos-Pinto 2011 Duas Quintas Reserva Branco White (Douro) | Ramos-Pinto's two estates of Bons Aires and Ervamoira provide the grapes for this fruity, smooth-textured white wine. While this selection reflects the warmth of the Douro, it also shows great citrusy freshness and a crisp finish. Ready to drink.                  | Portuguese White | Portugal  | Douro      | Ramos-Pinto        | Douro      |
| Casca Wines 2015 Monte Cascas Colheita Red (Alentejano)    | This smooth, rich wine exudes southern warmth. The blend of Touriga Nacional, Aragonez and Alicante Bouschet gives a ripe, dark-colored wine dominated by black fruits. Tannins and acidity provide happy support. Drink now.                                           | Portuguese Red   | Portugal  | Alentejano | Casca Wines        | Alentejano |
| Wine & Soul 2005 Pintas Character Red (Douro)              | A second wine from the Pintas range of Jorge Serodio and Sandra Tavares, this is a big, forward wine, pushing out ripe red plum and strawberry fruits. It's almost sweet in its ripeness.                                                                               | Portuguese Red   | Portugal  | Douro      | Wine & Soul        | Douro      |
| Herdade do Esporão 2014 Arco do Esporão Red (Alentejo)     | Touriga Nacional, Syrah and Aragonez (aka Tempranillo) give this wine a fine balance between structure and fruitiness. While the alcohol suggests power, in fact it's the freshness and attractive red berry fruits that dominate. The wine is soft and ready to drink. | Portuguese Red   | Portugal  | Alentejo   | Herdade do Esporão | Alentejo   |
| Casca Wines 2015 Cascas Winemaker Selection Red (Lisboa)   | Syrah, Castelão and Aragonez go into the blend of this rich juicy wine. It is so soft and ripe, just hinting at tannins and with red-berry fruit. The wine is round and smooth, ready to drink.                                                                         | Portuguese Red   | Portugal  | Lisboa     | Casca Wines        | Lisboa     |"
Suggest a wine from a winery known for its sustainable practices.,"| Title                                                             | Description                                                                                                                                                                                                                                                                                          | Variety         | Country   | Region         | Winery                        | Province     |
|:------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:---------------|:------------------------------|:-------------|
| Château de Lavernette 2014 Maison du Villard  (Pouilly-Fuissé)    | Crisp and young, this wine, from 50-year-old vines, is tangy and strongly mineral in texture. It is full of fresh fruit that reflects the of organic and biodynamic farming. The green fruits will fill out as it ages. Drink from 2017.                                                             | Chardonnay      | France    | Pouilly-Fuissé | Château de Lavernette         | Burgundy     |
| Jean-Marc Brocard 2005 Domaine de la Boissoneuse  (Chablis)       | From a vineyard run on biodynamic principles, this wine boasts good, fresh fruit, with great green, crisp acidity and green plum intensity. It's very lively and fresh, but full-bodied.                                                                                                             | Chardonnay      | France    | Chablis        | Jean-Marc Brocard             | Burgundy     |
| Domaine Fouassier 2014 Les Chasseignes  (Sancerre)                | Made from vines between 20 and 40 years old, this wine is both fresh and ripe. Apple as well as citrus flavors give it a tangy streak. Made from organic and biodynamically grown grapes, it is all fruit, bright and with an attractive, perfumed aftertaste.                                       | Sauvignon Blanc | France    | Sancerre       | Domaine Fouassier             | Loire Valley |
| Domaine Fouassier 2015 Le Clos de Bannon  (Sancerre)              | Like all wines from this producer, the fruit from this five-acre vineyard has been grown biodynamically. That explains both the clean lines of the wine and its beautiful ripe fruitiness. The yellow fruits and generous texture are deliciously full in the mouth. Drink this fine wine from 2018. | Sauvignon Blanc | France    | Sancerre       | Domaine Fouassier             | Loire Valley |
| Domaine de la Croix Senaillet 2014 Sur la Carrière  (Saint-Véran) | This lively, crisp wine comes from a less than an acre of organically grown vines. It has big lemon and green-apple flavors as well as intense acidity that gives a juicy character. With its youthful freshness, it could do with a few more months to soften. Drink from 2017.                     | Chardonnay      | France    | Saint-Véran    | Domaine de la Croix Senaillet | Burgundy     |"
I'm searching for a white wine that's zesty with grapefruit or lemon zest notes. Any suggestions?,"| Title                                                                     | Description                                                                                                                                                                                                                                                                                          | Variety          | Country   | Region            | Winery          | Province          |
|:--------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:------------------|:----------------|:------------------|
| Viña Casablanca 2010 Cefiro Reserva Sauvignon Blanc (Casablanca Valley)   | Citrus aromas are familiar. Lively and zesty in the mouth, with refreshing acidity. Orange and passion fruit lead the palate, which transitions to grapefruit. Crisp on the finish. Good for an everyday white wine.                                                                                 | Sauvignon Blanc  | Chile     | Casablanca Valley | Viña Casablanca | Casablanca Valley |
| Santa Carolina 2017 Reserva Leyda Estate Sauvignon Blanc (Leyda Valley)   | Punchy aromas of grapefruit and jalapeño form the greeting on this lean but refreshing wine. A straightforward palate offers zesty acidity, while flavors of white pepper, sea salt, grapefruit and lime lead straight through the finish.                                                           | Sauvignon Blanc  | Chile     | Leyda Valley      | Santa Carolina  | Leyda Valley      |
| Netzl 2016 Classic Grüner Veltliner (Carnuntum)                           | Grapefruit spiciness and a touch of yeast show on the nose of this wine. The palate revolves around zesty grapefruit flavors, its concentration and juiciness leading to a tingling, refreshing finish that's wonderfully clean.                                                                     | Grüner Veltliner | Austria   | Carnuntum         | Netzl           | Carnuntum         |
| F X Pichler 2014 Loibner Klostersatz Federspiel Grüner Veltliner (Wachau) | If you could get an essence of grapefruit peel with edges of savory herbs and tingling white pepper, this wine would be it. This is wonderfully bracing and fresh yet concentrated, so there is tone and muscle but slenderness, too. Totally sleek and exhilarating now, will open up through 2019. | Grüner Veltliner | Austria   | Wachau            | F X Pichler     | Wachau            |
| Sepp Moser 2013 Von den Terrassen Grüner Veltliner (Kremstal)             | Texture and spice are the main features of this concentrated white with citrus zest on the palate. The aromatics still need to wake up; with time, they will shine. For now, grapefruit zest will suffice.                                                                                           | Grüner Veltliner | Austria   | Kremstal          | Sepp Moser      | Kremstal          |"
Can you recommend a red wine that's velvety with a hint of mocha or coffee notes?,"| Title                                                                       | Description                                                                                                                                                                                                                                                                                                                                                                                | Variety   | Country   | Region               | Winery            | Province   |
|:----------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------------|:------------------|:-----------|
| O•S Winery 2006 Red Wine Red (Washington)                                   | This inexpensive red wine has muscle and depth. It's chocolaty, rich and loaded with ripe, supple fruits and smooth caramel. There is plenty of coffee flavor, a sweet and broad mid-palate, and a simple but satisfying finish.                                                                                                                                                           | Red Blend | US        | Washington           | O•S Winery        | Washington |
| Ryan Patrick 2012 Rock Island Red (Wahluke Slope)                           | A blend of Merlot (58%), Syrah (35%), Petite Sirah (5%) and Primitivo, this hedonistic wine offers appealing suggestions of coffee, vanilla and cherry. Ripe, silky soft milk chocolate flavors finish warm.                                                                                                                                                                               | Red Blend | US        | Wahluke Slope        | Ryan Patrick      | Washington |
| Helix 2005 Pomatia Red Wine Red (Columbia Valley (WA))                      | Supple and scented with a sweet mix of fruit, coffee and mocha, this expressive red blend (53% Cabernet Sauvignon, 31% Merlot, 8% Cab Franc, 8% Syrah) tastes of bright black cherry fruit, coffee grounds, some grainy tannins and a long finish that brings in pepper, spice and chocolate. Very accessible and full-flavored, it is built for immediate drinking rather than cellaring. | Red Blend | US        | Columbia Valley (WA) | Helix             | Washington |
| Ornellaia 2014 Le Volte Red (Toscana)                                       | An easy-drinking blend of Merlot, Sangiovese and Cabernet Sauvignon, this opens with aromas of red berry, toast, herb and roasted coffee bean. The soft palate offers black cherry, mocha and a hint of coffee alongside bright acidity and silky tannins. Drink now.                                                                                                                      | Red Blend | Italy     | Toscana              | Ornellaia         | Tuscany    |
| Rocca delle Macìe 2010 Sergio Zingarelli Gran Selezione  (Chianti Classico) | Aromas of espresso, mocha, spiced plum and vanilla lead the nose on this concentrated wine. The palate delivers dark cherry, coffee bean, toast and cooking spice alongside firm tannins. Drink 2016–2022.                                                                                                                                                                                 | Red Blend | Italy     | Chianti Classico     | Rocca delle Macìe | Tuscany    |"
I prefer white wines with a lively acidity and a hint of green apple or pear. Any suggestions?,"| Title                                               | Description                                                                                                                                                                                                             | Variety      | Country   | Region                     | Winery            | Province           |
|:----------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------|:----------|:---------------------------|:------------------|:-------------------|
| Bigi 2014 Secco  (Orvieto Classico Superiore)       | This pleasant white offers delicate aromas of citrus blossom and orchard fruit. The easygoing palate has green apple and peach alongside bright acidity. It would work well for everyday occasions or informal parties. | White Blend  | Italy     | Orvieto Classico Superiore | Bigi              | Central Italy      |
| Château de Fuissé 2006 Les Morats  (Saint-Véran)    | This lively, crisply acidic wine hints at toast, but goes much more for a delicious citrus character. There's a great freshness to the wine, showing some pear flavors and a fine edge of apple skins.                  | Chardonnay   | France    | Saint-Véran                | Château de Fuissé | Burgundy           |
| La Vis 2014 Ritratti Pinot Grigio (Trentino)        | Fresh and fruity, this lively white offers aromas and flavors of green Anjou pear, Granny Smith apple and white peach. Zesty acidity gives it a crisp, tangy finish.                                                    | Pinot Grigio | Italy     | Trentino                   | La Vis            | Northeastern Italy |
| Firriato 2016 Le Sabbie dell'Etna Bianco  (Etna)    | This wine's white flower, apple, pear and almond aromas carry over to its medium-bodied palate, along with a hint of citrus peel. It's linear and fresh, with bright acidity and a saline note on the close.            | White Blend  | Italy     | Etna                       | Firriato          | Sicily & Sardinia  |
| Collavini 2013 Villa Canlungo Pinot Grigio (Collio) | This lively wine is loaded with sensations of spring wildflowers, tart green apple, pear and nectarine. Crisp acidity gives a refreshing finish. Enjoy this as an apéritif or pair it with summer salads.               | Pinot Grigio | Italy     | Collio                     | Collavini         | Northeastern Italy |"
Are there any white wines with a pronounced tropical fruit character like pineapple or mango?,"| Title                                                                 | Description                                                                                                                                                                                                                          | Variety     | Country   | Region                     | Winery                | Province          |
|:----------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:---------------------------|:----------------------|:------------------|
| Cantina Altarocca 2014 Arcosesto  (Orvieto Classico Superiore)        | Tropical fruit and peach aromas take center stage on this bright wine. The round, friendly palate doles out white peach, green apple and passion fruit alongside lively acidity.                                                     | White Blend | Italy     | Orvieto Classico Superiore | Cantina Altarocca     | Central Italy     |
| Barone Montalto 2013 Grillo-Sauvignon White (Terre Siciliane)         | Tropical fruit and citrus lead the nose on this lively white. The palate offers passion fruit, nectarine zest and white peach alongside crisp acidity that gives a clean finish.                                                     | White Blend | Italy     | Terre Siciliane            | Barone Montalto       | Sicily & Sardinia |
| Principe Pallavicini 2014 Poggio Verde  (Frascati Superiore)          | This lively white features aromas of tropical fruit, citrus and white flower.s The bright, round palate doles out fresh peach, juicy pineapple and crisp apple alongside zesty acidity.                                              | White Blend | Italy     | Frascati Superiore         | Principe Pallavicini  | Central Italy     |
| Viña Casas Patronales 2010 Reserva Privada Chardonnay (Limarí Valley) | With straw and white-fruit aromas, this tropical-leaning Chardonnay is ripe on the nose. In the mouth, it's dense and tropical in nature, with melon, mango, papaya and green herb flavors. It's chunky on the finish, so drink now. | Chardonnay  | Chile     | Limarí Valley              | Viña Casas Patronales | Limarí Valley     |
| La Palma 2002 Estate Bottled Chardonnay (Cachapoal Valley)            | Pineapple and other tropical fruits comprise the simple, straightforward nose. Pear and tangerine flavors come across sharp, as does the finish. The wine is a bit edgy and lean on its own.                                         | Chardonnay  | Chile     | Cachapoal Valley           | La Palma              | Cachapoal Valley  |"
"What white wines would you suggest for someone who enjoys a clean, refreshing taste?","| Title                                                     | Description                                                                                                                                                                                                                                                                                                 | Variety     | Country   | Region                     | Winery         | Province          |
|:----------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:---------------------------|:---------------|:------------------|
| Zonin 2002 Classico  (Soave)                              | An immediately attractive, quaffable wine with clean, fresh flavors. This is a light, fresh wine designed to go with summer foods.                                                                                                                                                                          | White Blend | Italy     | Soave                      | Zonin          | Veneto            |
| Corvo 2010 Fiore White (Sicilia)                          | Here's an easy, no-fuss white wine to pair with rice salad or grilled vegetables. Citrus, almond blossom and stone fruit are capped by a slightly sweet feel in the mouth.                                                                                                                                  | White Blend | Italy     | Sicilia                    | Corvo          | Sicily & Sardinia |
| Bigi 2014 Secco  (Orvieto Classico Superiore)             | This pleasant white offers delicate aromas of citrus blossom and orchard fruit. The easygoing palate has green apple and peach alongside bright acidity. It would work well for everyday occasions or informal parties.                                                                                     | White Blend | Italy     | Orvieto Classico Superiore | Bigi           | Central Italy     |
| Domaines Bunan 2014 Le Petit Rouvière Rosé (Mediterranée) | Light, crisp and fruity, with a touch of vanilla, this simple, fresh wine is ready to drink. Rounded fruit and a tangy aftertaste complete an attractive wine.                                                                                                                                              | Rosé        | France    | Mediterranée               | Domaines Bunan | France Other      |
| Monte del Frá 2005 Cà del Magro  (Custoza Superiore)      | One of the most attractive aspects of this fresh white blend is its structure: The wine is silky and smooth and seemingly weightless at the same time. That kind of structure is a good platform for flavors of pear, exotic fruit, honey and almond. Try it with grilled shrimp in a cilantro pesto sauce. | White Blend | Italy     | Custoza Superiore          | Monte del Frá  | Veneto            |"
What's a red wine that's complex with layers of dark fruit and spices?,"| Title                                        | Description                                                                                                                                                                                                                                                                                                                                            | Variety        | Country   | Region           | Winery         | Province   |
|:---------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:-----------------|:---------------|:-----------|
| Enoport 2013 Tonel 22 Reserva Red (Douro)    | This is a wine that combines rich berry fruits and a layer of fine tannins. Juicy blackberry flavors are spiced with the wood aging and given a dark, solid texture from the structure. The wine is ready to drink, packed with fruit and spicy acidity.                                                                                               | Portuguese Red | Portugal  | Douro            | Enoport        | Douro      |
| J. & F. Lurton 2005 Barco Negro Red (Douro)  | A richly ripe wine, full of tarry, dark tannins and black fruits. Despite its weight and density, it is well balanced, the dark flavors opening out with flavors of licorice, bitter chocolate and spicy wood.                                                                                                                                         | Portuguese Red | Portugal  | Douro            | J. & F. Lurton | Douro      |
| Dão Sul 2009 Cabriz Reserva Red (Dão)        | This complex, mature wine has plenty of red fruit flavors, but its main character displays concentrated, tannin and spice. Hints of leather and rich acidity add their notes to this dense, dusty wine. It is ready to drink although it will still mature until 2020.                                                                                 | Portuguese Red | Portugal  | Dão              | Dão Sul        | Dão        |
| I Fabbri 2010 Riserva  (Chianti Classico)    | This wine starts off with aromas that recall charred wood and meat juices; soon these waft away to reveal black fruit and spice. The dense palate reveals a black cherry punctuated with black pepper, nutmeg and cinnamon along with a note of tobacco. It's well-balanced with brooding tannins and will develop more depth over the next few years. | Red Blend      | Italy     | Chianti Classico | I Fabbri       | Tuscany    |
| DFJ Vinhos 2010 Pedras do Monte Red (Lisboa) | A dark colored red that is firmly tannic as well as ripe and fruity. The wine is spicy and earthy, redolent of dried fruits, like figs and red berries. With its solid texture, it can age; drink from 2015.                                                                                                                                           | Portuguese Red | Portugal  | Lisboa           | DFJ Vinhos     | Lisboa     |"
Can you suggest a wine from Italy?,"| Title                                                         | Description                                                                                                                                                                                                                                                                                                 | Variety   | Country   | Region           | Winery            | Province      |
|:--------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:-----------------|:------------------|:--------------|
| Feudo Antico 2008 Tullum Red (Abruzzo)                        | This hearty red wine from central Italy would pair well with grilled meat or veal wrapped in sage leaves and sliced prosciutto ham. Loads of red berries are followed by notes of exotic spice, leather, tobacco and firm tannins. Drink in 3–5 more years.                                                 | Red Blend | Italy     | Abruzzo          | Feudo Antico      | Central Italy |
| Torre Fornello 2011 Dorian Red (Emilia)                       | Here's a great deal from central Italy. Dark with mature fruit and spice, this easy red wine would pair with pork or white meat. It offers a pleasing touch of rich sweetness on the close.                                                                                                                 | Red Blend | Italy     | Emilia           | Torre Fornello    | Central Italy |
| Mocali 2010 Fossetti Red (Toscana)                            | An 80-20 blend of Sangiovese and Canaiolo, this shows bright tones of cherry and blueberry, with a touch of bitter almond in the background. The wine's freshness would pair well with pasta with melted cheese.                                                                                            | Red Blend | Italy     | Toscana          | Mocali            | Tuscany       |
| Lamoretti 2008 Vigna del Guasto Red (Emilia-Romagna)          | This thin and savory wine from the Colli di Parma appellation in central Italy offers bright spice and leather with subtle tones of cassis and dried prune. Pair it with homemade pasta or ravioli with ricotta cheese.                                                                                     | Red Blend | Italy     | Emilia-Romagna   | Lamoretti         | Central Italy |
| Rocca delle Macìe 2009 Riserva di Fizzano  (Chianti Classico) | Made in a very respectable Chianti Classico style, the wine delivers freshness, with tart berry notes and a bright, streamlined feel. Medallions of veal, grilled sausage or roast chicken would all pair nicely with this Sangiovese-based wine (with small percentages of Cabernet Sauvignon and Merlot). | Red Blend | Italy     | Chianti Classico | Rocca delle Macìe | Tuscany       |"
What would be a good wine for a quiet evening?,"| Title                                                     | Description                                                                                                                                                                                                                                                                          | Variety   | Country   | Region               | Winery           | Province   |
|:----------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------------|:-----------------|:-----------|
| Fattoria Scopone 2006 Il Gregoriano Red (Sant'Antimo)     | Here's an easy Sangiovese-based wine (with a small percent of Petit Verdot for extra darkness and color) that would pair wonderfully with stay-home pizza or pasta. The wine offers bright berry nuances of cherry and raspberry and a touch of distant spice and smoke on the fade. | Red Blend | Italy     | Sant'Antimo          | Fattoria Scopone | Tuscany    |
| Two Horns 2012 A Mean Red (California)                    | Not too heavy or too rich, this medium-bodied wine has mellow spice and fruit flavors, good balance and a gentle texture. It will be perfect when you don't want to drink a blockbuster.                                                                                             | Red Blend | US        | California           | Two Horns        | California |
| Chime NV Schatz Family Vineyard Red (California)          | Easygoing and soft in texture, this medium-bodied red wine has fruity, jammy aromas and flavors, and blends in a little black pepper for interest.                                                                                                                                   | Red Blend | US        | California           | Chime            | California |
| Barrel Road 2014 Artisan Blend Red (California)           | This light- to medium-bodied red wine doesn't take itself too seriously and will be versatile with food. The fruity, almost jammy and fresh aromas lead to dry, substantive flavors and a tempting, smooth texture.                                                                  | Red Blend | US        | California           | Barrel Road      | California |
| Cantina di Soave 2011 Rocca Alata  (Valpolicella Ripasso) | Here's a simple but well made wine, with raspberry, cherry and red currant nuances punctuated by a hint of white pepper. It's soft and ready to drink young, with a nice freshness. This will go well with mushroom-stuffed ravioli.                                                 | Red Blend | Italy     | Valpolicella Ripasso | Cantina di Soave | Veneto     |"
"Can you recommend a white wine with a smooth, buttery texture?","| Title                                                           | Description                                                                                                                                                                                                                                                                                                 | Variety     | Country   | Region            | Winery                        | Province   |
|:----------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:------------------|:------------------------------|:-----------|
| Vignerons des Terres Secrètes 2008 Le Bouchon  (Mâcon-Villages) | Beautifully textured wine, very creamy, the toast and butter from wood smoothing out the tight fruit texture. A fine, polished wine.                                                                                                                                                                        | Chardonnay  | France    | Mâcon-Villages    | Vignerons des Terres Secrètes | Burgundy   |
